T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
283.37247,0.01919,,283.63867,0.02062,,283.3642,0.02028,,283.15814,0.01937
283.72479,0.01921,,283.96649,0.02069,,283.70822,0.02042,,283.5191,0.0194
284.07095,0.01921,,284.30042,0.02069,,284.05258,0.02042,,283.85519,0.01928
284.42365,0.01932,,284.64481,0.02067,,284.38544,0.02052,,284.18228,0.01928
284.75793,0.01939,,284.97299,0.02074,,284.72333,0.02065,,284.53351,0.01926
285.09906,0.01933,,285.31088,0.02076,,285.06448,0.02064,,284.87283,0.01932
285.44019,0.01944,,285.66821,0.02085,,285.40057,0.02078,,285.21939,0.01924
285.78961,0.01938,,286.0209,0.02084,,285.74136,0.0208,,285.58212,0.01928
286.11887,0.01931,,286.3624,0.02091,,286.08429,0.02097,,285.89804,0.0192
286.46326,0.01949,,286.69632,0.02089,,286.43048,0.02106,,286.25037,0.01918
286.79935,0.01946,,287.02954,0.02095,,286.78134,0.02113,,286.59473,0.01919
287.1405,0.01958,,287.36887,0.02098,,287.11923,0.02123,,286.92902,0.01913
287.47189,0.01961,,287.70642,0.02098,,287.47479,0.02135,,287.27197,0.01914
287.82962,0.01972,,288.07205,0.02099,,287.81915,0.02142,,287.6196,0.01923
288.17398,0.01979,,288.41318,0.02097,,288.16211,0.02154,,287.96613,0.01921
288.51334,0.01986,,288.7626,0.02106,,288.50323,0.02156,,288.28854,0.01918
288.8595,0.01996,,289.11743,0.02095,,288.8577,0.02167,,288.62823,0.01917
289.21399,0.01996,,289.45462,0.02097,,289.18732,0.0217,,288.96432,0.01925
289.55765,0.02,,289.79718,0.02091,,289.5162,0.02181,,289.31375,0.01926
289.89554,0.02001,,290.13544,0.02094,,289.86276,0.02187,,289.66608,0.0193
290.2554,0.02,,290.48596,0.02099,,290.20532,0.02198,,290.01694,0.01927
290.59439,0.02004,,290.83212,0.021,,290.55978,0.02196,,290.35843,0.01932
290.94849,0.02011,,291.17688,0.02097,,290.90561,0.02206,,290.70569,0.01925
291.29828,0.02014,,291.52304,0.02103,,291.24857,0.02211,,291.04178,0.01935
291.62573,0.02017,,291.8703,0.02102,,291.58969,0.02213,,291.3833,0.01929
291.95569,0.02015,,292.21289,0.02103,,291.94055,0.0222,,291.72766,0.01932
292.30945,0.02016,,292.57095,0.02111,,292.27304,0.02233,,292.07529,0.01927
292.67398,0.02021,,292.90057,0.02109,,292.59726,0.0223,,292.43085,0.01927
293.02484,0.02026,,293.241,0.02114,,292.94992,0.02237,,292.7709,0.01928
293.38077,0.0203,,293.58429,0.02111,,293.29321,0.02254,,293.1167,0.01926
293.71902,0.02033,,293.92688,0.02117,,293.62897,0.02262,,293.47083,0.01934
294.08286,0.02033,,294.2709,0.02118,,293.96039,0.0227,,293.81375,0.01932
294.40598,0.02036,,294.60916,0.02118,,294.30438,0.02276,,294.15274,0.01924
294.75037,0.02046,,294.96362,0.02117,,294.64517,0.02282,,294.49603,0.01924
295.10123,0.02058,,295.29611,0.02127,,294.97189,0.02288,,294.84689,0.01918
295.44562,0.0206,,295.64877,0.02126,,295.31305,0.02292,,295.18985,0.0191
295.80331,0.02061,,296.00287,0.02126,,295.64014,0.02308,,295.54034,0.01916
296.13147,0.02067,,296.33932,0.0212,,295.97623,0.02308,,295.8786,0.01912
296.4809,0.02073,,296.67651,0.02118,,296.32062,0.02317,,296.2291,0.01907
296.83142,0.02068,,297.02161,0.02118,,296.64554,0.02323,,296.58502,0.01912
297.18445,0.02074,,297.36526,0.02116,,296.97263,0.02335,,296.92148,0.0191
297.52844,0.02069,,297.70209,0.02124,,297.33752,0.02337,,297.25757,0.0191
297.87643,0.02079,,298.04288,0.02119,,297.67328,0.02342,,297.60663,0.01903
298.22406,0.02084,,298.39517,0.02122,,297.99963,0.02352,,297.96469,0.01913
298.55835,0.0209,,298.7399,0.02123,,298.33899,0.02359,,298.30765,0.01913
298.90921,0.02094,,299.09619,0.02115,,298.68985,0.02371,,298.64841,0.01915
299.23523,0.02102,,299.43515,0.02118,,299.02124,0.02374,,299.00467,0.01906
299.57349,0.0211,,299.79611,0.02108,,299.3786,0.02381,,299.35049,0.01907
299.90634,0.02113,,300.13867,0.02102,,299.71326,0.02396,,299.69955,0.01903
300.27054,0.02117,,300.48343,0.02107,,300.05078,0.02415,,300.03278,0.0191
300.60519,0.02119,,300.83789,0.02099,,300.39697,0.02404,,300.38004,0.01908
300.97226,0.02115,,301.18192,0.02103,,300.75613,0.02418,,300.7644,0.01904
301.31485,0.02124,,301.52304,0.02098,,301.10699,0.02426,,301.11383,0.01904
301.66608,0.02123,,301.86563,0.02095,,301.46506,0.02429,,301.43372,0.01904
301.9989,0.02136,,302.19849,0.02091,,301.80908,0.0243,,301.78564,0.01904
302.34689,0.0214,,302.54648,0.02091,,302.15741,0.02447,,302.11526,0.01903
302.70786,0.02138,,302.89877,0.02088,,302.49496,0.02452,,302.46793,0.01904
303.04898,0.02145,,303.24496,0.02087,,302.84943,0.02467,,302.82275,0.01905
303.39804,0.02157,,303.59149,0.02091,,303.18552,0.02477,,303.16895,0.01901
303.7356,0.02153,,303.92868,0.0209,,303.53961,0.02485,,303.5162,0.01897
304.07205,0.02152,,304.27667,0.02087,,303.89734,0.02496,,303.87247,0.01902
304.41821,0.02155,,304.61743,0.02079,,304.24353,0.02503,,304.22516,0.01899
304.76367,0.02159,,304.97369,0.02083,,304.58752,0.02501,,304.55945,0.019
305.09006,0.02153,,305.31628,0.02087,,304.92218,0.02517,,304.89194,0.01891
305.42975,0.02161,,305.66101,0.02079,,305.25287,0.02533,,305.24963,0.0189
305.78061,0.02161,,306.0054,0.02079,,305.59619,0.02527,,305.58609,0.01889
306.1333,0.0216,,306.34979,0.02071,,305.95352,0.02545,,305.92181,0.01882
306.46072,0.02175,,306.69525,0.02071,,306.29971,0.02542,,306.27161,0.01879
306.81519,0.02174,,307.03351,0.02062,,306.64084,0.02552,,306.62537,0.01874
307.15344,0.02169,,307.38077,0.0207,,306.97693,0.02548,,306.94992,0.01864
307.49927,0.02176,,307.71506,0.02067,,307.31628,0.02547,,307.27631,0.01862
307.86023,0.02175,,308.05151,0.02057,,307.66678,0.02554,,307.61887,0.01852
308.20425,0.02181,,308.3858,0.02057,,308.01801,0.02563,,307.96182,0.01858
308.53531,0.02185,,308.72876,0.02054,,308.37897,0.02569,,308.30618,0.01846
308.88654,0.02184,,309.06808,0.02043,,308.72839,0.02571,,308.634,0.01849
309.23633,0.02186,,309.40887,0.02044,,309.06989,0.02577,,308.97803,0.01848
309.57565,0.02181,,309.75037,0.02041,,309.42725,0.02583,,309.32095,0.0184
309.91785,0.02189,,310.07635,0.02031,,309.76367,0.02587,,309.66174,0.01833
310.2561,0.02188,,310.42398,0.02028,,310.14301,0.02596,,310.0047,0.01832
310.60193,0.02186,,310.77307,0.02027,,310.46686,0.02606,,310.34436,0.01832
310.94632,0.02186,,311.13797,0.02018,,310.81342,0.02606,,310.68335,0.01822
311.29718,0.02189,,311.47729,0.02013,,311.15778,0.02608,,311.02774,0.01836
311.63507,0.02195,,311.82275,0.02009,,311.47693,0.02613,,311.38184,0.01827
311.97479,0.0219,,312.16571,0.02009,,311.81485,0.02614,,311.71973,0.01824
312.31088,0.02187,,312.50217,0.02006,,312.16931,0.02613,,312.06555,0.01829
312.66968,0.02188,,312.83322,0.02007,,312.51367,0.02625,,312.42181,0.01824
313.01584,0.02185,,313.18912,0.01999,,312.8577,0.02637,,312.74603,0.01816
313.36493,0.02181,,313.52701,0.01998,,313.20245,0.02636,,313.09402,0.01813
313.71289,0.02182,,313.87607,0.01995,,313.55008,0.0263,,313.43481,0.01824
314.04538,0.02182,,314.2291,0.01988,,313.88474,0.02643,,313.74927,0.01818
314.3869,0.0219,,314.56952,0.01984,,314.2374,0.02641,,314.09222,0.01819
314.73126,0.02181,,314.91248,0.01981,,314.58502,0.02641,,314.44812,0.01816
315.07529,0.02182,,315.26044,0.01974,,314.91571,0.02646,,314.78925,0.01808
315.40491,0.0218,,315.6077,0.01974,,315.26874,0.0265,,315.12897,0.01809
315.7446,0.02179,,315.95532,0.01975,,315.60266,0.02661,,315.48773,0.01801
316.10843,0.02176,,316.29178,0.01971,,315.94885,0.02655,,315.82239,0.018
316.45822,0.02184,,316.6376,0.01969,,316.29538,0.02666,,316.18335,0.01805
316.80762,0.02184,,316.99857,0.0196,,316.62283,0.0266,,316.52161,0.01803
317.15381,0.0219,,317.35123,0.01954,,316.97516,0.02667,,316.86096,0.01805
317.48486,0.02188,,317.69379,0.01959,,317.30475,0.02667,,317.21182,0.01808
317.83356,0.02184,,318.03674,0.01948,,317.65778,0.02671,,317.53601,0.01812
318.18515,0.02188,,318.3797,0.01944,,318.0072,0.02683,,317.8786,0.01805
318.53421,0.02192,,318.72586,0.01943,,318.34329,0.02679,,318.24783,0.01806
318.87717,0.0219,,319.08466,0.01932,,318.68875,0.02691,,318.58789,0.01795
319.21506,0.02188,,319.42795,0.01928,,319.0072,0.02694,,318.91064,0.01796
319.57095,0.02186,,319.78564,0.01935,,319.35626,0.02693,,319.27448,0.01798
319.91821,0.02178,,320.13531,0.01929,,319.70532,0.02696,,319.6142,0.01787
320.24484,0.02184,,320.46033,0.01928,,320.05405,0.02704,,319.97156,0.01796
320.59103,0.02192,,320.79807,0.01929,,320.38828,0.02703,,320.31158,0.01787
320.91571,0.0219,,321.1358,0.01926,,320.72107,0.02709,,320.62674,0.01788
321.25806,0.02192,,321.47003,0.0193,,321.07504,0.02713,,320.96729,0.01796
321.5813,0.02192,,321.80106,0.01926,,321.41632,0.02716,,321.2941,0.01793
321.90915,0.02184,,322.12573,0.01923,,321.75266,0.02728,,321.62689,0.01789
322.24866,0.02192,,322.45853,0.01919,,322.08545,0.02737,,321.95792,0.01797
322.58746,0.02192,,322.78885,0.01916,,322.41965,0.02746,,322.29742,0.01789
322.93546,0.02195,,323.12659,0.01913,,322.75388,0.02747,,322.64648,0.01785
323.26297,0.02192,,323.46539,0.01911,,323.10822,0.02745,,322.9888,0.01784
323.59152,0.02198,,323.80844,0.01908,,323.44455,0.02745,,323.33008,0.01784
323.92889,0.02192,,324.13593,0.0191,,323.76569,0.02739,,323.65829,0.01781
324.25674,0.02192,,324.47403,0.01909,,324.11826,0.02748,,324.01193,0.01768
324.59131,0.02186,,324.79376,0.01906,,324.4606,0.02745,,324.3465,0.01761
324.93576,0.02187,,325.13925,0.01905,,324.79871,0.02751,,324.69553,0.01768
325.26044,0.02177,,325.47064,0.01898,,325.1283,0.0275,,325.03998,0.01767
325.60278,0.0219,,325.81192,0.01897,,325.47064,0.02746,,325.38797,0.01755
325.93875,0.02179,,326.15143,0.01894,,325.79742,0.02761,,325.71899,0.01755
326.25107,0.02184,,326.51318,0.01887,,326.12494,0.02753,,326.06171,0.01754
326.58844,0.02178,,326.85623,0.01892,,326.46622,0.02762,,326.38284,0.01754
326.92264,0.02186,,327.19714,0.01891,,326.8089,0.02758,,326.72552,0.01758
327.25934,0.02186,,327.5303,0.01881,,327.14169,0.02762,,327.07455,0.01756
327.61652,0.02177,,327.86627,0.01889,,327.48932,0.02758,,327.41089,0.01752
327.95779,0.02181,,328.2171,0.0189,,327.83661,0.02764,,327.74863,0.01751
328.29059,0.0218,,328.5527,0.01889,,328.17081,0.02769,,328.09308,0.01751
328.62796,0.02184,,328.90353,0.01889,,328.50751,0.02759,,328.43188,0.01746
328.96219,0.0218,,329.24341,0.01883,,328.85513,0.02766,,328.76859,0.01742
329.29886,0.02185,,329.5889,0.01885,,329.21231,0.02756,,329.12399,0.01744
329.65073,0.02184,,329.93018,0.01886,,329.52707,0.02766,,329.44724,0.01744
330.00473,0.02192,,330.26968,0.01882,,329.8634,0.02765,,329.78992,0.01734
330.33823,0.0219,,330.61026,0.01875,,330.21106,0.0276,,330.11777,0.0174
330.68234,0.0219,,330.94977,0.01875,,330.55197,0.02763,,330.46329,0.01751
331.0137,0.02199,,331.28293,0.01863,,330.88159,0.02763,,330.81729,0.01743
331.36877,0.02195,,331.61749,0.0186,,331.21402,0.02768,,331.14548,0.01746
331.70544,0.02206,,331.95453,0.01857,,331.5408,0.02757,,331.47052,0.01744
332.05591,0.02211,,332.29932,0.01864,,331.87466,0.02756,,331.83228,0.0174
332.40002,0.0222,,332.63882,0.01861,,332.21417,0.02762,,332.18311,0.01742
332.72961,0.02229,,332.96844,0.01863,,332.53922,0.02762,,332.51483,0.01736
333.07584,0.02236,,333.32526,0.0186,,332.87518,0.02768,,332.85751,0.01734
333.41995,0.02239,,333.66513,0.01862,,333.22421,0.02771,,333.20975,0.01723
333.7644,0.02245,,334.01523,0.01861,,333.56516,0.02776,,333.5376,0.01714
334.10709,0.02245,,334.36499,0.01864,,333.87991,0.02774,,333.8718,0.01714
334.43811,0.02257,,334.70767,0.01867,,334.22968,0.02782,,334.22897,0.01714
334.79211,0.02262,,335.04541,0.01868,,334.5766,0.0278,,334.5766,0.0172
335.1362,0.02266,,335.37469,0.01867,,334.89987,0.02774,,334.91647,0.01717
335.47397,0.02277,,335.7142,0.01862,,335.25067,0.02783,,335.26834,0.01717
335.81665,0.02288,,336.06146,0.01862,,335.58206,0.02783,,335.61951,0.01725
336.16641,0.02289,,336.38968,0.0186,,335.9509,0.02785,,335.93747,0.01719
336.48932,0.02291,,336.73096,0.01863,,336.27557,0.02795,,336.26215,0.01716
336.8447,0.02295,,337.06375,0.01863,,336.61154,0.02792,,336.60693,0.01724
337.16937,0.0229,,337.39441,0.01857,,336.94891,0.02793,,336.96378,0.01729
337.52231,0.02308,,337.75018,0.0186,,337.28668,0.02794,,337.29657,0.01719
337.84698,0.02313,,338.10312,0.01855,,337.63748,0.02789,,337.63608,0.01717
338.21829,0.02314,,338.46347,0.01853,,337.98016,0.02788,,337.99149,0.01723
338.52847,0.02322,,338.80475,0.01853,,338.32004,0.02794,,338.3331,0.01719
338.8634,0.02326,,339.15485,0.01853,,338.67685,0.02792,,338.67899,0.01719
339.21384,0.02325,,339.48834,0.01848,,339.0213,0.02798,,339.01318,0.01718
339.54346,0.02337,,339.84341,0.01857,,339.38837,0.02795,,339.34244,0.01723
339.87662,0.02337,,340.18646,0.01854,,339.73141,0.02789,,339.67596,0.0172
340.21436,0.02348,,340.53232,0.01863,,340.05609,0.02803,,340.01794,0.01721
340.55811,0.02347,,340.86194,0.01863,,340.39841,0.02792,,340.34753,0.0172
340.89761,0.02355,,341.20956,0.01853,,340.72839,0.0279,,340.67929,0.01718
341.23395,0.02362,,341.54236,0.01849,,341.07742,0.0279,,341.02481,0.01725
341.56992,0.02367,,341.88504,0.01848,,341.40387,0.02791,,341.36148,0.01728
341.90131,0.02373,,342.21149,0.01836,,341.73773,0.02795,,341.71017,0.01726
342.23233,0.0237,,342.54745,0.01837,,342.08255,0.02797,,342.04614,0.01721
342.56055,0.02374,,342.87354,0.01836,,342.43652,0.02791,,342.40546,0.01719
342.89651,0.02377,,343.21976,0.01831,,342.77603,0.02788,,342.74493,0.01725
343.23248,0.02382,,343.56351,0.01832,,343.09753,0.02788,,343.09082,0.01723
343.57516,0.02382,,343.88501,0.01832,,343.44128,0.02792,,343.41867,0.01724
343.92105,0.02375,,344.22629,0.0183,,343.7822,0.02789,,343.77585,0.01721
344.26407,0.02368,,344.57074,0.01826,,344.1217,0.0279,,344.1058,0.01718
344.60959,0.02376,,344.93463,0.01825,,344.46582,0.02792,,344.45309,0.01727
344.96677,0.02383,,345.27518,0.01824,,344.79437,0.02788,,344.78766,0.01723
345.30804,0.02377,,345.60974,0.01827,,345.13495,0.02786,,345.13635,0.01735
345.66061,0.02377,,345.9408,0.01831,,345.4649,0.02777,,345.47409,0.01731
345.99341,0.0238,,346.2771,0.01836,,345.82172,0.02783,,345.83374,0.01733
346.32303,0.02378,,346.60815,0.01833,,346.15488,0.02777,,346.16122,0.01738
346.67032,0.02377,,346.94269,0.01836,,346.48273,0.02769,,346.5004,0.01737
346.99854,0.02375,,347.29034,0.01835,,346.80597,0.02772,,346.83673,0.01743
347.3299,0.02382,,347.64114,0.01828,,347.15186,0.02768,,347.17975,0.01739
347.67542,0.02393,,347.98032,0.01827,,347.48923,0.02767,,347.52844,0.01748
348.01352,0.02389,,348.31665,0.01827,,347.84216,0.02763,,347.86618,0.01738
348.36255,0.02378,,348.63458,0.01826,,348.17145,0.02753,,348.20428,0.0174
348.71445,0.02378,,348.96738,0.01821,,348.50565,0.02753,,348.52896,0.01739
349.05429,0.02383,,349.29205,0.01815,,348.85046,0.02748,,348.8667,0.01741
349.40298,0.02378,,349.62344,0.01822,,349.17017,0.02745,,349.2041,0.01738
349.75275,0.02378,,349.96295,0.01827,,349.5224,0.02742,,349.55313,0.01735
350.08554,0.02372,,350.2894,0.01817,,349.8605,0.02745,,349.86862,0.01734
350.41162,0.02379,,350.63171,0.01811,,350.19788,0.02735,,350.22366,0.01735
350.75113,0.02381,,350.97122,0.01811,,350.53915,0.02732,,350.57025,0.01738
351.07404,0.02384,,351.30719,0.01805,,350.85254,0.02727,,350.89917,0.01731
351.41495,0.02385,,351.65024,0.01803,,351.20123,0.02723,,351.22772,0.01734
351.7626,0.02374,,351.99292,0.01801,,351.53119,0.02721,,351.56509,0.01739
352.10352,0.02373,,352.34161,0.01805,,351.87177,0.02724,,351.88483,0.01742
352.43948,0.02364,,352.67972,0.01809,,352.22787,0.02718,,352.21762,0.01737
352.75781,0.02368,,353.01218,0.01805,,352.58328,0.02716,,352.57339,0.01739
353.09766,0.02363,,353.35345,0.0181,,352.92737,0.02712,,352.90829,0.01741
353.44,0.02364,,353.69119,0.01802,,353.25381,0.0271,,353.23297,0.01736
353.80072,0.02363,,354.04517,0.01812,,353.59509,0.02712,,353.56082,0.01746
354.13138,0.02358,,354.37939,0.01808,,353.9346,0.02708,,353.91129,0.01741
354.46454,0.02356,,354.71289,0.01811,,354.28506,0.02699,,354.23419,0.01741
354.79413,0.02346,,355.05203,0.01802,,354.61292,0.02695,,354.55463,0.01735
355.13223,0.0234,,355.38626,0.01801,,354.97714,0.02689,,354.89838,0.01738
355.46469,0.02334,,355.70987,0.01802,,355.31805,0.02686,,355.23328,0.01741
355.80878,0.02331,,356.04373,0.01804,,355.63745,0.02679,,355.55087,0.0175
356.14371,0.02328,,356.38007,0.01801,,355.97552,0.02677,,355.89359,0.01748
356.4751,0.02335,,356.70331,0.01805,,356.30692,0.0266,,356.22531,0.01751
356.78668,0.02319,,357.02481,0.01802,,356.63477,0.02662,,356.56622,0.01754
357.1322,0.02325,,357.35724,0.01799,,356.95944,0.02656,,356.9054,0.01748
357.45688,0.02319,,357.70486,0.01796,,357.29541,0.02656,,357.24985,0.0175
357.79816,0.02316,,358.05075,0.01795,,357.63953,0.02656,,357.5957,0.01754
358.13589,0.02323,,358.38531,0.01788,,357.98538,0.02646,,357.93311,0.01753
358.47858,0.02313,,358.72021,0.01789,,358.30511,0.02643,,358.27472,0.01755
358.80783,0.02315,,359.07068,0.01783,,358.64673,0.02637,,358.60257,0.01756
359.15051,0.02307,,359.41336,0.01779,,358.99719,0.02633,,358.92688,0.01766
359.50311,0.02305,,359.73486,0.01776,,359.30737,0.02627,,359.27594,0.01752
359.84579,0.02301,,360.0885,0.01782,,359.65326,0.02633,,359.61755,0.01754
360.17719,0.02302,,360.43295,0.0178,,359.98569,0.02628,,359.96661,0.01752
360.52304,0.02293,,360.77106,0.01778,,360.32343,0.02623,,360.31073,0.01759
360.85089,0.02291,,361.09677,0.01775,,360.65518,0.02614,,360.6322,0.01761
361.19534,0.02292,,361.43134,0.01771,,361.01199,0.02613,,360.9809,0.01764
361.52426,0.02281,,361.75107,0.0177,,361.34656,0.02616,,361.32889,0.01776
361.85599,0.02283,,362.07785,0.01771,,361.68253,0.02608,,361.64825,0.01773
362.20151,0.02284,,362.40216,0.01774,,362.02521,0.02602,,361.99307,0.0177
362.54736,0.02282,,362.73178,0.01768,,362.34354,0.02591,,362.32764,0.0177
362.87912,0.02279,,363.06177,0.01766,,362.69153,0.02594,,362.65866,0.01776
363.21368,0.02274,,363.38962,0.01767,,363.03702,0.02574,,362.98969,0.01775
363.56238,0.02276,,363.73407,0.01766,,363.38608,0.02576,,363.32285,0.01783
363.90012,0.02271,,364.07465,0.01765,,363.72913,0.02572,,363.64221,0.0178
364.22974,0.02265,,364.4205,0.01768,,364.04742,0.02565,,363.97183,0.01785
364.57275,0.02261,,364.75717,0.01753,,364.38977,0.02548,,364.3064,0.01792
364.91016,0.02265,,365.09634,0.01754,,364.73386,0.02544,,364.63919,0.01792
365.24826,0.02259,,365.42773,0.01748,,365.07513,0.02532,,364.96243,0.01798
365.58707,0.02259,,365.76334,0.01748,,365.42065,0.0253,,365.28534,0.01802
365.94141,0.02254,,366.10461,0.01747,,365.74072,0.02529,,365.62839,0.01805
366.28055,0.02254,,366.43707,0.01736,,366.09436,0.0252,,365.96719,0.01801
366.61371,0.02249,,366.78152,0.01742,,366.41302,0.02522,,366.28268,0.0181
366.95605,0.0225,,367.11926,0.01731,,366.76987,0.02509,,366.63773,0.01815
367.27472,0.0224,,367.43262,0.01727,,367.08533,0.02501,,366.99066,0.01822
367.62164,0.02241,,367.76578,0.01719,,367.44745,0.025,,367.32205,0.01823
367.9696,0.0224,,368.10986,0.01719,,367.76083,0.02499,,367.67746,0.01827
368.30737,0.02235,,368.45258,0.01708,,368.1113,0.02483,,367.98233,0.01827
368.63873,0.02237,,368.79703,0.01714,,368.43631,0.02476,,368.30206,0.0183
368.9906,0.02236,,369.12274,0.01708,,368.77512,0.02476,,368.63522,0.01838
369.32199,0.02235,,369.46542,0.01708,,369.09872,0.02472,,368.97473,0.01837
369.65515,0.02235,,369.80035,0.01707,,369.43292,0.0246,,369.31528,0.01848
369.98618,0.02228,,370.13599,0.01703,,369.78409,0.02454,,369.64844,0.01846
370.32745,0.0223,,370.47266,0.01694,,370.11511,0.02448,,369.98758,0.0185
370.67014,0.02227,,370.80511,0.01699,,370.44757,0.0244,,370.30731,0.01853
371.00894,0.0223,,371.1492,0.01689,,370.79202,0.02427,,370.6221,0.01861
371.33716,0.02237,,371.47247,0.01688,,371.14426,0.0243,,370.94394,0.01859
371.65863,0.02219,,371.80383,0.01684,,371.49188,0.0242,,371.28662,0.01871
371.9978,0.02221,,372.14124,0.01683,,371.82645,0.02415,,371.61942,0.01874
372.34189,0.02219,,372.47119,0.01686,,372.16101,0.02406,,371.91971,0.01876
372.6701,0.02212,,372.81247,0.01671,,372.48886,0.02399,,372.24084,0.01879
372.98312,0.02219,,373.15128,0.01669,,372.83966,0.02403,,372.59167,0.01888
373.33569,0.02208,,373.49115,0.01672,,373.16754,0.02392,,372.94742,0.01895
373.68686,0.02205,,373.82993,0.0167,,373.50562,0.02389,,373.29858,0.01893
373.9967,0.0221,,374.16345,0.01669,,373.84161,0.0238,,373.63953,0.01901
374.32913,0.02204,,374.51071,0.01666,,374.17615,0.02377,,373.99527,0.01902
374.65451,0.02217,,374.85941,0.0167,,374.51886,0.02371,,374.33408,0.01909
375.0018,0.02214,,375.19891,0.01666,,374.84845,0.02371,,374.68701,0.01906
375.34094,0.02205,,375.53171,0.01669,,375.1908,0.02366,,375.01947,0.01911
375.66595,0.02207,,375.86169,0.01674,,375.52359,0.02359,,375.36038,0.01914
375.9903,0.02214,,376.18637,0.01662,,375.86346,0.02358,,375.66916,0.01922
376.32132,0.02207,,376.52869,0.01664,,376.19095,0.02344,,376.00372,0.01926
376.67108,0.02205,,376.86008,0.01659,,376.52692,0.02341,,376.33969,0.01925
376.99396,0.02198,,377.19604,0.01657,,376.86642,0.02338,,376.68698,0.01935
377.32358,0.02195,,377.54688,0.01653,,377.19641,0.02322,,377.03461,0.01944
377.673,0.02198,,377.89804,0.01645,,377.53204,0.02324,,377.38046,0.01945
378.00684,0.02191,,378.2287,0.01636,,377.87012,0.02314,,377.71857,0.01951
378.32199,0.02186,,378.57813,0.0164,,378.20612,0.02317,,378.05099,0.0196
378.66608,0.02192,,378.92258,0.01632,,378.52759,0.02307,,378.39194,0.01962
379.00699,0.02184,,379.25891,0.01629,,378.86853,0.02299,,378.73816,0.01973
379.34015,0.02191,,379.59805,0.01625,,379.19672,0.02297,,379.06635,0.01973
379.65033,0.02182,,379.93439,0.01624,,379.52774,0.02279,,379.40552,0.01978
379.99902,0.02177,,380.27353,0.01619,,379.86194,0.02282,,379.72064,0.01976
380.33536,0.02174,,380.60315,0.01616,,380.19547,0.02256,,380.06934,0.01987
380.66214,0.02179,,380.93948,0.01615,,380.53143,0.02264,,380.39117,0.0199
380.98682,0.02171,,381.26733,0.01612,,380.86389,0.02254,,380.71231,0.01999
381.32776,0.02171,,381.59802,0.01613,,381.19986,0.02248,,381.05853,0.02007
381.65347,0.02161,,381.94388,0.01609,,381.5383,0.02238,,381.3811,0.02017
382.00323,0.02161,,382.29187,0.01608,,381.85803,0.02237,,381.71918,0.02014
382.32294,0.02158,,382.64444,0.01607,,382.21307,0.02234,,382.06152,0.02014
382.65717,0.0216,,382.99631,0.01605,,382.54269,0.02231,,382.39749,0.02018
382.97369,0.02168,,383.33441,0.01602,,382.86948,0.02213,,382.73242,0.02025
383.31781,0.02156,,383.6626,0.01598,,383.17471,0.02207,,383.05707,0.02024
383.66861,0.02159,,383.99188,0.01598,,383.50751,0.02206,,383.38174,0.02029
384.01837,0.02151,,384.32822,0.01587,,383.84491,0.022,,383.7149,0.0203
384.34305,0.0215,,384.67865,0.01591,,384.17453,0.02198,,384.06714,0.02047
384.6889,0.02157,,385.00546,0.01583,,384.50131,0.02201,,384.40628,0.02044
385.01465,0.02159,,385.34143,0.01579,,384.84329,0.02196,,384.72424,0.02047
385.3591,0.02159,,385.67422,0.01582,,385.17328,0.02191,,385.06586,0.02057
385.68234,0.02156,,386.0148,0.01575,,385.52054,0.0219,,385.40363,0.02058
386.02185,0.02155,,386.35147,0.01574,,385.86322,0.02176,,385.73111,0.02071
386.37091,0.02161,,386.69559,0.01567,,386.20947,0.02166,,386.06427,0.0207
386.6991,0.02152,,387.02484,0.01562,,386.55215,0.02164,,386.38892,0.02078
387.01178,0.02145,,387.35974,0.01564,,386.8959,0.02164,,386.72031,0.02087
387.36472,0.02145,,387.69714,0.01558,,387.24213,0.02147,,387.07394,0.0209
387.70068,0.02148,,388.0271,0.01555,,387.57138,0.02137,,387.42123,0.02091
388.02216,0.02146,,388.37793,0.01555,,387.90488,0.02129,,387.75119,0.02095
388.36487,0.02144,,388.71179,0.0155,,388.2373,0.0212,,388.08575,0.02108
388.68634,0.02144,,389.04211,0.01547,,388.59271,0.02126,,388.42032,0.02107
389.02234,0.02138,,389.35794,0.01545,,388.91104,0.02115,,388.76901,0.02125
389.35687,0.02135,,389.68121,0.01541,,389.25409,0.02108,,389.10675,0.02136
389.70593,0.02136,,390.02213,0.01536,,389.59961,0.021,,389.43991,0.02139
390.03522,0.02129,,390.36835,0.01527,,389.94724,0.02095,,389.78082,0.02148
390.38318,0.02136,,390.69479,0.01529,,390.27863,0.0209,,390.12,0.02148
390.70963,0.02128,,391.01627,0.01517,,390.62415,0.02084,,390.44324,0.02156
391.04559,0.02125,,391.33563,0.01517,,390.94739,0.02089,,390.78418,0.02163
391.38123,0.02137,,391.67551,0.01515,,391.27063,0.02087,,391.11237,0.02172
391.71402,0.02126,,391.99347,0.0151,,391.61615,0.02085,,391.44376,0.0217
392.05566,0.0213,,392.32593,0.01513,,391.94754,0.02071,,391.7829,0.02181
392.39832,0.02126,,392.66754,0.01508,,392.29199,0.02064,,392.12842,0.0218
392.71594,0.0213,,392.99997,0.01506,,392.62939,0.02051,,392.46014,0.02187
