Tipo,T [°C],CO2 Concentration [a.u.]
1Cr,716.1,-4.30E-07
1Cr,717.1,-1.86E-06
1Cr,718.1,5.80E-07
1Cr,718.7,-6.50E-07
1Cr,719.2,-3.12E-06
1Cr,719.5,-1.17E-07
1Cr,719.8,8.28E-07
1Cr,720.1,-3.09E-06
1Cr,720.7,-1.43E-06
1Cr,721.5,-4.59E-06
1Cr,722.2,-3.52E-06
1Cr,723.2,-1.44E-06
1Cr,723.9,-1.20E-06
1Cr,724.7,-3.96E-08
1Cr,725.3,-3.15E-06
1Cr,725.6,-2.12E-07
1Cr,726,-3.17E-07
1Cr,726.2,1.70E-06
1Cr,726.8,-1.23E-06
1Cr,727.3,-3.38E-06
1Cr,728.2,-6.04E-07
1Cr,729.2,-5.04E-06
1Cr,729.9,-4.26E-06
1Cr,730.8,-1.17E-06
1Cr,731.2,-9.32E-07
1Cr,731.6,1.63E-06
1Cr,731.9,-2.44E-07
1Cr,732.3,-3.27E-06
1Cr,732.7,3.33E-07
1Cr,733.4,-8.20E-07
1Cr,734.3,-6.03E-07
1Cr,735.1,-2.33E-06
1Cr,736.1,-2.70E-06
1Cr,736.6,-8.33E-07
1Cr,737.3,-2.72E-06
1Cr,737.7,4.30E-07
1Cr,738,-3.87E-08
1Cr,738.4,1.91E-06
1Cr,738.7,-1.99E-06
1Cr,739.4,-9.55E-07
1Cr,740.1,-1.63E-06
1Cr,741.1,-1.66E-06
1Cr,742.1,-4.17E-06
1Cr,742.7,-5.17E-07
1Cr,743.4,7.65E-07
1Cr,743.7,-1.12E-06
1Cr,744.1,-1.76E-06
1Cr,744.4,-1.13E-06
1Cr,744.8,-3.98E-06
1Cr,745.6,-6.59E-07
1Cr,746.2,-1.36E-06
1Cr,747.2,-3.14E-06
1Cr,748.2,-2.20E-06
1Cr,748.9,1.81E-06
1Cr,749.5,-1.04E-06
1Cr,749.9,-1.07E-06
1Cr,750.2,-2.02E-06
1Cr,750.5,-4.28E-07
1Cr,751,-7.44E-07
1Cr,751.7,-8.27E-07
1Cr,752.4,-1.89E-06
1Cr,753.4,-1.17E-06
1Cr,754.1,5.19E-07
1Cr,755,-2.82E-06
1Cr,755.6,-2.14E-06
1Cr,755.9,2.21E-08
1Cr,756.3,8.07E-07
1Cr,756.7,7.31E-07
1Cr,757,-6.79E-07
1Cr,757.8,-3.11E-06
1Cr,758.5,-3.91E-06
1Cr,759.4,-4.21E-07
1Cr,760.1,7.43E-07
1Cr,761,-2.07E-06
1Cr,761.6,2.54E-07
1Cr,761.9,-3.33E-06
1Cr,762.2,-3.98E-07
1Cr,762.6,1.66E-06
1Cr,763.1,-5.92E-07
1Cr,763.8,-2.23E-06
1Cr,764.5,1.04E-06
1Cr,765.5,-2.29E-06
1Cr,766.3,-2.69E-06
1Cr,767.2,3.85E-07
1Cr,767.8,-1.79E-06
1Cr,768.1,-9.69E-07
1Cr,768.4,-5.90E-07
1Cr,768.7,-1.34E-06
1Cr,769.2,2.10E-06
1Cr,769.7,3.79E-07
1Cr,770.7,1.80E-06
1Cr,771.7,-1.94E-06
1Cr,772.4,4.66E-09
1Cr,773.3,1.41E-06
1Cr,773.8,2.53E-07
1Cr,774.2,8.13E-07
1Cr,774.5,-9.43E-07
1Cr,774.7,-8.51E-07
1Cr,775.1,7.63E-07
1Cr,775.5,-3.57E-06
1Fe,25.6,1.63E-04
1Fe,25.7,1.61E-04
1Fe,25.7,1.59E-04
1Fe,25.7,1.66E-04
1Fe,25.8,1.55E-04
1Fe,25.9,1.61E-04
1Fe,25.9,1.57E-04
1Fe,26,1.56E-04
1Fe,26.1,1.58E-04
1Fe,26.2,1.56E-04
1Fe,26.2,1.60E-04
1Fe,26.3,1.59E-04
1Fe,26.4,1.58E-04
1Fe,26.5,1.56E-04
1Fe,26.6,1.59E-04
1Fe,26.7,1.58E-04
1Fe,26.9,1.52E-04
1Fe,27,1.54E-04
1Fe,27.1,1.54E-04
1Fe,27.2,1.56E-04
1Fe,27.4,1.54E-04
1Fe,27.6,1.58E-04
1Fe,27.9,1.54E-04
1Fe,28,1.57E-04
1Fe,28.2,1.55E-04
1Fe,28.4,1.59E-04
1Fe,28.5,1.56E-04
1Fe,28.8,1.54E-04
1Fe,28.9,1.56E-04
1Fe,29.2,1.53E-04
1Fe,29.3,1.53E-04
1Fe,29.6,1.57E-04
1Fe,29.8,1.59E-04
1Fe,30.1,1.56E-04
1Fe,30.4,1.57E-04
1Fe,30.6,1.61E-04
1Fe,30.9,1.56E-04
1Fe,31.1,1.63E-04
1Fe,31.4,1.64E-04
1Fe,31.6,1.65E-04
1Fe,31.9,1.62E-04
1Fe,32.2,1.68E-04
1Fe,32.4,1.68E-04
1Fe,32.8,1.68E-04
1Fe,33,1.69E-04
1Fe,33.4,1.68E-04
1Fe,33.7,1.74E-04
1Fe,34.1,1.75E-04
1Fe,34.4,1.77E-04
1Fe,34.7,1.77E-04
1Fe,35,1.80E-04
1Fe,35.3,1.84E-04
1Fe,35.7,1.87E-04
1Fe,36,1.87E-04
1Fe,36.4,1.85E-04
1Fe,36.8,1.87E-04
1Fe,37.1,1.91E-04
1Fe,37.6,1.94E-04
1Fe,37.9,2.00E-04
1Fe,38.3,2.02E-04
1Fe,38.6,2.00E-04
1Fe,39,2.04E-04
1Fe,39.4,2.06E-04
1Fe,39.7,2.11E-04
1Fe,40.1,2.18E-04
1Fe,40.5,2.13E-04
1Fe,41,2.20E-04
1Fe,41.3,2.26E-04
1Fe,41.8,2.27E-04
1Fe,42.2,2.35E-04
1Fe,42.7,2.43E-04
1Fe,43,2.41E-04
1Fe,43.5,2.45E-04
1Fe,43.8,2.49E-04
1Fe,44.3,2.53E-04
1Fe,44.7,2.55E-04
1Fe,45.2,2.54E-04
1Fe,45.5,2.70E-04
1Fe,46.1,2.73E-04
1Fe,46.5,2.75E-04
1Fe,46.9,2.81E-04
1Fe,47.4,2.84E-04
1Fe,47.8,2.89E-04
1Fe,48.3,2.93E-04
1Fe,48.7,3.02E-04
1Fe,49.3,3.08E-04
1Fe,49.6,3.12E-04
1Fe,50.2,3.16E-04
1Fe,50.6,3.25E-04
1Fe,51.1,3.27E-04
1Fe,51.6,3.36E-04
1Fe,52,3.41E-04
1Fe,52.6,3.44E-04
1Fe,53,3.48E-04
1Fe,53.5,3.55E-04
1Fe,53.9,3.64E-04
1Fe,54.4,3.69E-04
1Fe,54.8,3.81E-04
1Fe,55.3,3.81E-04
1Fe,55.8,3.87E-04
1Fe,56.2,3.92E-04
1Fe,56.8,3.97E-04
1Fe,57.2,4.07E-04
1Fe,57.8,4.13E-04
1Fe,58.2,4.12E-04
1Fe,58.8,4.20E-04
1Fe,59.3,4.22E-04
1Fe,59.7,4.33E-04
1Fe,60.3,4.39E-04
1Fe,60.7,4.42E-04
1Fe,61.2,4.48E-04
1Fe,61.6,4.51E-04
1Fe,62.1,4.58E-04
1Fe,62.5,4.64E-04
1Fe,63.1,4.71E-04
1Fe,63.8,4.71E-04
1Fe,64.2,4.78E-04
1Fe,64.7,4.81E-04
1Fe,65.2,4.90E-04
1Fe,65.7,4.87E-04
1Fe,66.1,4.97E-04
1Fe,66.6,5.02E-04
1Fe,67,5.04E-04
1Fe,67.6,5.10E-04
1Fe,68,5.08E-04
1Fe,68.6,5.18E-04
1Fe,69.1,5.22E-04
1Fe,69.7,5.23E-04
1Fe,70.3,5.22E-04
1Fe,70.7,5.28E-04
1Fe,71.3,5.32E-04
1Fe,71.7,5.29E-04
1Fe,72.2,5.36E-04
1Fe,72.6,5.39E-04
1Fe,73.2,5.43E-04
1Fe,73.6,5.49E-04
1Fe,74.2,5.46E-04
1Fe,74.7,5.45E-04
1Fe,75.2,5.50E-04
1Fe,75.8,5.53E-04
1Fe,76.2,5.53E-04
1Fe,76.8,5.57E-04
1Fe,77.2,5.57E-04
1Fe,77.8,5.59E-04
1Fe,78.2,5.60E-04
1Fe,78.7,5.65E-04
1Fe,79.3,5.62E-04
1Fe,79.8,5.63E-04
1Fe,80.4,5.63E-04
1Fe,80.8,5.60E-04
1Fe,81.5,5.63E-04
1Fe,81.9,5.65E-04
1Fe,82.4,5.61E-04
1Fe,83,5.66E-04
1Fe,83.5,5.61E-04
1Fe,84,5.67E-04
1Fe,84.4,5.61E-04
1Fe,85,5.69E-04
1Fe,85.4,5.59E-04
1Fe,86,5.59E-04
1Fe,86.5,5.64E-04
1Fe,87.1,5.58E-04
1Fe,87.6,5.60E-04
1Fe,88.2,5.59E-04
1Fe,88.7,5.53E-04
1Fe,89.1,5.58E-04
1Fe,89.7,5.50E-04
1Fe,90.1,5.62E-04
1Fe,90.7,5.52E-04
1Fe,91.1,5.51E-04
1Fe,91.7,5.51E-04
1Fe,92.1,5.48E-04
1Fe,92.7,5.49E-04
1Fe,93.4,5.45E-04
1Fe,93.8,5.43E-04
1Fe,94.4,5.44E-04
1Fe,94.9,5.46E-04
1Fe,95.4,5.43E-04
1Fe,95.8,5.39E-04
1Fe,96.4,5.32E-04
1Fe,97,5.39E-04
1Fe,97.4,5.33E-04
1Fe,98,5.31E-04
1Fe,98.5,5.26E-04
1Fe,99.1,5.24E-04
1Fe,99.6,5.22E-04
1Fe,100.2,5.22E-04
1Fe,100.8,5.19E-04
1Fe,101.2,5.21E-04
1Fe,101.7,5.20E-04
1Fe,102.2,5.14E-04
1Fe,102.7,5.14E-04
1Fe,103.2,5.13E-04
1Fe,103.7,5.08E-04
1Fe,104.2,5.07E-04
1Fe,104.8,5.01E-04
1Fe,105.4,5.02E-04
1Fe,105.9,5.01E-04
1Fe,106.5,4.98E-04
1Fe,107,5.00E-04
1Fe,107.6,4.92E-04
1Fe,108,4.91E-04
1Fe,108.6,4.87E-04
1Fe,109.1,4.88E-04
1Fe,109.5,4.86E-04
1Fe,110.1,4.85E-04
1Fe,110.6,4.77E-04
1Fe,111.3,4.80E-04
1Fe,111.8,4.72E-04
1Fe,112.4,4.72E-04
1Fe,112.8,4.72E-04
1Fe,113.4,4.66E-04
1Fe,113.8,4.64E-04
1Fe,114.4,4.65E-04
1Fe,114.8,4.61E-04
1Fe,115.4,4.62E-04
1Fe,116,4.54E-04
1Fe,116.5,4.54E-04
1Fe,117.1,4.52E-04
1Fe,117.6,4.47E-04
1Fe,118.3,4.50E-04
1Fe,118.8,4.44E-04
1Fe,119.4,4.44E-04
1Fe,120,4.33E-04
1Fe,120.4,4.38E-04
1Fe,121,4.39E-04
1Fe,121.4,4.34E-04
1Fe,122,4.31E-04
1Fe,122.6,4.26E-04
1Fe,123.1,4.25E-04
1Fe,123.8,4.18E-04
1Fe,124.3,4.19E-04
1Fe,125,4.21E-04
1Fe,125.5,4.16E-04
1Fe,126.1,4.14E-04
1Fe,126.5,4.10E-04
1Fe,127.2,4.08E-04
1Fe,127.6,4.05E-04
1Fe,128.2,4.07E-04
1Fe,128.6,3.99E-04
1Fe,129.2,3.99E-04
1Fe,129.9,3.99E-04
1Fe,130.4,3.94E-04
1Fe,131.1,3.90E-04
1Fe,131.6,3.88E-04
1Fe,132.3,3.88E-04
1Fe,132.8,3.89E-04
1Fe,133.3,3.87E-04
1Fe,133.8,3.85E-04
1Fe,134.4,3.83E-04
1Fe,134.8,3.76E-04
1Fe,135.4,3.75E-04
1Fe,136.1,3.74E-04
1Fe,136.6,3.69E-04
1Fe,137.2,3.65E-04
1Fe,137.8,3.68E-04
1Fe,138.5,3.63E-04
1Fe,139,3.61E-04
1Fe,139.7,3.56E-04
1Fe,140.1,3.56E-04
1Fe,140.7,3.51E-04
1Fe,141.2,3.47E-04
1Fe,141.8,3.49E-04
1Fe,142.4,3.48E-04
1Fe,142.9,3.44E-04
1Fe,143.6,3.41E-04
1Fe,144.1,3.37E-04
1Fe,144.8,3.38E-04
1Fe,145.3,3.39E-04
1Fe,146,3.33E-04
1Fe,146.5,3.33E-04
1Fe,147.1,3.27E-04
1Fe,147.7,3.31E-04
1Fe,148.2,3.24E-04
1Fe,148.8,3.24E-04
1Fe,149.2,3.23E-04
1Fe,149.9,3.18E-04
1Fe,150.4,3.21E-04
1Fe,151.1,3.15E-04
1Fe,151.8,3.08E-04
1Fe,152.4,3.12E-04
1Fe,153.1,3.05E-04
1Fe,153.6,3.04E-04
1Fe,154.2,3.08E-04
1Fe,154.6,3.03E-04
1Fe,155.3,3.01E-04
1Fe,155.8,2.95E-04
1Fe,156.3,3.00E-04
1Fe,157,2.91E-04
1Fe,157.5,2.91E-04
1Fe,158.2,2.88E-04
1Fe,158.7,2.93E-04
1Fe,159.5,2.87E-04
1Fe,160,2.88E-04
1Fe,160.6,2.85E-04
1Fe,161.1,2.82E-04
1Fe,161.7,2.80E-04
1Fe,162.4,2.80E-04
1Fe,162.8,2.77E-04
1Fe,163.4,2.79E-04
1Fe,163.9,2.77E-04
1Fe,164.7,2.69E-04
1Fe,165.2,2.70E-04
1Fe,165.9,2.69E-04
1Fe,166.5,2.68E-04
1Fe,167.2,2.63E-04
1Fe,167.6,2.65E-04
1Fe,168.3,2.66E-04
1Fe,168.7,2.61E-04
1Fe,169.2,2.58E-04
1Fe,169.8,2.56E-04
1Fe,170.4,2.55E-04
1Fe,171,2.55E-04
1Fe,171.5,2.53E-04
1Fe,172.2,2.49E-04
1Fe,172.7,2.53E-04
1Fe,173.4,2.53E-04
1Fe,174.1,2.50E-04
1Fe,174.6,2.48E-04
1Fe,175.2,2.47E-04
1Fe,175.7,2.42E-04
1Fe,176.3,2.46E-04
1Fe,176.8,2.38E-04
1Fe,177.4,2.41E-04
1Fe,177.9,2.38E-04
1Fe,178.5,2.41E-04
1Fe,179.3,2.34E-04
1Fe,179.9,2.38E-04
1Fe,180.6,2.38E-04
1Fe,181.1,2.35E-04
1Fe,181.8,2.34E-04
1Fe,182.2,2.33E-04
1Fe,182.9,2.28E-04
1Fe,183.5,2.31E-04
1Fe,184,2.32E-04
1Fe,184.5,2.32E-04
1Fe,185,2.32E-04
1Fe,185.7,2.29E-04
1Fe,186.2,2.29E-04
1Fe,186.9,2.33E-04
1Fe,187.7,2.24E-04
1Fe,188.2,2.26E-04
1Fe,188.9,2.27E-04
1Fe,189.4,2.27E-04
1Fe,189.9,2.17E-04
1Fe,190.4,2.22E-04
1Fe,191.1,2.23E-04
1Fe,191.8,2.22E-04
1Fe,192.3,2.22E-04
1Fe,193,2.22E-04
1Fe,193.5,2.16E-04
1Fe,194.2,2.18E-04
1Fe,194.9,2.18E-04
1Fe,195.4,2.16E-04
1Fe,196.1,2.18E-04
1Fe,196.5,2.16E-04
1Fe,197.1,2.16E-04
1Fe,197.6,2.13E-04
1Fe,198.1,2.16E-04
1Fe,198.8,2.19E-04
1Fe,199.3,2.13E-04
1Fe,200.1,2.14E-04
1Fe,200.6,2.11E-04
1Fe,201.3,2.14E-04
1Fe,201.8,2.16E-04
1Fe,202.5,2.09E-04
1Fe,203,2.06E-04
1Fe,203.6,2.08E-04
1Fe,204.1,2.06E-04
1Fe,204.6,2.05E-04
1Fe,205.3,2.08E-04
1Fe,205.7,2.04E-04
1Fe,206.4,2.02E-04
1Fe,207.3,2.06E-04
1Fe,207.8,2.03E-04
1Fe,208.6,1.97E-04
1Fe,209.1,2.03E-04
1Fe,209.8,2.02E-04
1Fe,210.4,2.00E-04
1Fe,210.9,1.98E-04
1Fe,211.4,1.98E-04
1Fe,211.9,2.00E-04
1Fe,212.5,2.01E-04
1Fe,213.3,1.94E-04
1Fe,213.9,1.96E-04
1Fe,214.6,1.94E-04
1Fe,215.2,1.95E-04
1Fe,215.9,1.95E-04
1Fe,216.6,1.89E-04
1Fe,217.1,1.90E-04
1Fe,217.7,1.91E-04
1Fe,218.1,1.85E-04
1Fe,218.7,1.84E-04
1Fe,219.2,1.89E-04
1Fe,219.9,1.88E-04
1Fe,220.5,1.86E-04
1Fe,221.1,1.83E-04
1Fe,221.9,1.87E-04
1Fe,222.5,1.82E-04
1Fe,223.3,1.81E-04
1Fe,223.9,1.75E-04
1Fe,224.6,1.80E-04
1Fe,225,1.80E-04
1Fe,225.6,1.77E-04
1Fe,226.2,1.72E-04
1Fe,226.6,1.75E-04
1Fe,227.3,1.72E-04
1Fe,227.8,1.73E-04
1Fe,228.5,1.71E-04
1Fe,229.3,1.68E-04
1Fe,229.9,1.69E-04
1Fe,230.7,1.70E-04
1Fe,231.3,1.63E-04
1Fe,231.9,1.62E-04
1Fe,232.4,1.64E-04
1Fe,233,1.55E-04
1Fe,233.6,1.61E-04
1Fe,234,1.60E-04
1Fe,234.6,1.57E-04
1Fe,235.2,1.56E-04
1Fe,235.9,1.56E-04
1Fe,236.6,1.51E-04
1Fe,237.2,1.47E-04
1Fe,237.9,1.49E-04
1Fe,238.5,1.48E-04
1Fe,239.1,1.44E-04
1Fe,239.6,1.43E-04
1Fe,240.3,1.42E-04
1Fe,240.8,1.36E-04
1Fe,241.3,1.40E-04
1Fe,241.9,1.35E-04
1Fe,242.4,1.33E-04
1Fe,243.2,1.30E-04
1Fe,243.8,1.29E-04
1Fe,244.6,1.32E-04
1Fe,245.2,1.27E-04
1Fe,245.8,1.24E-04
1Fe,246.4,1.26E-04
1Fe,246.9,1.18E-04
1Fe,247.5,1.19E-04
1Fe,248.1,1.12E-04
1Fe,248.6,1.17E-04
1Fe,249.3,1.16E-04
1Fe,249.8,1.09E-04
1Fe,250.6,1.11E-04
1Fe,251.1,1.08E-04
1Fe,251.9,1.08E-04
1Fe,252.4,1.03E-04
1Fe,253.1,1.04E-04
1Fe,253.8,1.02E-04
1Fe,254.2,9.99E-05
1Fe,254.8,9.74E-05
1Fe,255.3,9.92E-05
1Fe,256,9.63E-05
1Fe,256.8,9.29E-05
1Fe,257.4,9.32E-05
1Fe,258.1,9.01E-05
1Fe,258.7,8.72E-05
1Fe,259.4,8.75E-05
1Fe,260,8.51E-05
1Fe,260.6,8.19E-05
1Fe,261.2,8.22E-05
1Fe,261.6,7.75E-05
1Fe,262.2,8.04E-05
1Fe,262.7,7.98E-05
1Fe,263.3,7.82E-05
1Fe,264.1,7.48E-05
1Fe,264.7,7.30E-05
1Fe,265.5,7.22E-05
1Fe,266.1,7.72E-05
1Fe,266.8,7.18E-05
1Fe,267.5,7.16E-05
1Fe,268,6.40E-05
1Fe,268.6,6.62E-05
1Fe,269,6.78E-05
1Fe,269.7,6.70E-05
1Fe,270.3,6.63E-05
1Fe,270.8,6.38E-05
1Fe,271.6,6.44E-05
1Fe,272.1,6.46E-05
1Fe,272.9,5.96E-05
1Fe,273.5,5.98E-05
1Fe,274.3,6.21E-05
1Fe,275,5.93E-05
1Fe,275.4,5.82E-05
1Fe,276,5.76E-05
1Fe,276.4,5.59E-05
1Fe,277,5.54E-05
1Fe,277.7,5.49E-05
1Fe,278.3,5.62E-05
1Fe,279.2,5.67E-05
1Fe,279.7,5.27E-05
1Fe,280.5,5.48E-05
1Fe,281.1,5.56E-05
1Fe,281.7,5.47E-05
1Fe,282.3,5.22E-05
1Fe,282.8,5.18E-05
1Fe,283.5,5.24E-05
1Fe,283.9,4.91E-05
1Fe,284.5,5.33E-05
1Fe,285.3,5.28E-05
1Fe,285.9,4.93E-05
1Fe,286.7,4.80E-05
1Fe,287.4,4.80E-05
1Fe,288.2,4.48E-05
1Fe,288.7,4.58E-05
1Fe,289.5,4.79E-05
1Fe,290,4.63E-05
1Fe,290.5,4.65E-05
1Fe,291.1,4.56E-05
1Fe,291.6,4.69E-05
1Fe,292.2,4.23E-05
1Fe,292.8,4.40E-05
1Fe,293.6,4.31E-05
1Fe,294.3,4.46E-05
1Fe,294.9,4.36E-05
1Fe,295.7,4.70E-05
1Fe,296.3,4.08E-05
1Fe,297,4.13E-05
1Fe,297.6,4.29E-05
1Fe,298.1,4.34E-05
1Fe,298.6,3.75E-05
1Fe,299.1,4.28E-05
1Fe,299.7,4.22E-05
1Fe,300.3,3.95E-05
1Fe,301.1,3.88E-05
1Fe,302,3.85E-05
1Fe,302.6,3.88E-05
1Fe,303.4,3.74E-05
1Fe,303.9,3.91E-05
1Fe,304.6,3.89E-05
1Fe,305,3.44E-05
1Fe,305.6,3.69E-05
1Fe,306.2,3.52E-05
1Fe,306.7,3.53E-05
1Fe,307.4,3.50E-05
1Fe,308.1,3.70E-05
1Fe,308.9,3.20E-05
1Fe,309.8,3.71E-05
1Fe,310.4,3.34E-05
1Fe,311.2,3.59E-05
1Fe,311.7,3.22E-05
1Fe,312.3,3.42E-05
1Fe,312.7,3.22E-05
1Fe,313.2,3.01E-05
1Fe,313.9,3.15E-05
1Fe,314.4,2.99E-05
1Fe,315.3,3.33E-05
1Fe,315.8,3.39E-05
1Fe,316.7,3.06E-05
1Fe,317.5,2.84E-05
1Fe,318.1,2.65E-05
1Fe,318.8,3.13E-05
1Fe,319.3,3.13E-05
1Fe,320,2.86E-05
1Fe,320.5,2.83E-05
1Fe,320.9,2.94E-05
1Fe,321.5,2.87E-05
1Fe,322,2.67E-05
1Fe,322.8,2.71E-05
1Fe,323.4,2.63E-05
1Fe,324.3,2.82E-05
1Fe,325.2,2.58E-05
1Fe,325.8,2.84E-05
1Fe,326.5,2.84E-05
1Fe,327,2.44E-05
1Fe,327.6,2.18E-05
1Fe,328,2.03E-05
1Fe,328.6,2.43E-05
1Fe,329.2,2.40E-05
1Fe,329.7,2.08E-05
1Fe,330.5,2.16E-05
1Fe,331.2,2.41E-05
1Fe,332,2.44E-05
1Fe,332.9,2.21E-05
1Fe,333.5,2.15E-05
1Fe,334.2,2.14E-05
1Fe,334.7,2.29E-05
1Fe,335.1,2.14E-05
1Fe,335.5,2.07E-05
1Fe,336.1,2.15E-05
1Fe,336.8,1.77E-05
1Fe,337.3,2.26E-05
1Fe,338.2,1.71E-05
1Fe,338.8,1.78E-05
1Fe,339.7,2.26E-05
1Fe,340.3,1.91E-05
1Fe,341,1.73E-05
1Fe,341.6,2.15E-05
1Fe,342.1,1.88E-05
1Fe,342.7,1.75E-05
1Fe,343,1.75E-05
1Fe,343.6,2.05E-05
1Fe,344.3,1.71E-05
1Fe,344.9,1.82E-05
1Fe,345.7,1.73E-05
1Fe,346.3,1.92E-05
1Fe,347.2,1.58E-05
1Fe,347.8,1.58E-05
1Fe,348.5,1.67E-05
1Fe,349.1,2.04E-05
1Fe,349.6,1.81E-05
1Fe,350.1,1.56E-05
1Fe,350.5,1.61E-05
1Fe,351.1,1.92E-05
1Fe,351.6,1.65E-05
1Fe,352.4,2.07E-05
1Fe,353.3,1.52E-05
1Fe,354,1.61E-05
1Fe,354.8,1.88E-05
1Fe,355.4,1.43E-05
1Fe,356.1,1.45E-05
1Fe,356.5,1.95E-05
1Fe,357.1,1.44E-05
1Fe,357.6,1.54E-05
1Fe,358,1.39E-05
1Fe,358.7,1.48E-05
1Fe,359.3,1.51E-05
1Fe,360.1,1.54E-05
1Fe,360.8,1.52E-05
1Fe,361.6,1.54E-05
1Fe,362.4,1.70E-05
1Fe,363,1.63E-05
1Fe,363.6,1.33E-05
1Fe,364,1.53E-05
1Fe,364.6,1.51E-05
1Fe,365,1.29E-05
1Fe,365.6,1.65E-05
1Fe,366.3,1.60E-05
1Fe,366.9,1.60E-05
1Fe,367.8,1.53E-05
1Fe,368.4,1.68E-05
1Fe,369.2,1.41E-05
1Fe,370,1.58E-05
1Fe,370.5,1.46E-05
1Fe,371.1,1.71E-05
1Fe,371.6,1.85E-05
1Fe,372,1.71E-05
1Fe,372.4,1.27E-05
1Fe,373.1,1.60E-05
1Fe,373.9,2.02E-05
1Fe,374.5,1.62E-05
1Fe,375.4,1.39E-05
1Fe,376.1,1.32E-05
1Fe,376.9,1.63E-05
1Fe,377.6,1.50E-05
1Fe,378.1,1.60E-05
1Fe,378.7,1.60E-05
1Fe,379,1.58E-05
1Fe,379.6,1.64E-05
1Fe,380.1,1.68E-05
1Fe,380.7,1.68E-05
1Fe,381.6,1.48E-05
1Fe,382.3,1.43E-05
1Fe,383.2,1.83E-05
1Fe,383.9,1.59E-05
1Fe,384.7,1.50E-05
1Fe,385.3,1.69E-05
1Fe,385.9,1.85E-05
1Fe,386.3,1.78E-05
1Fe,386.8,1.38E-05
1Fe,387.4,1.85E-05
1Fe,387.9,1.53E-05
1Fe,388.7,1.68E-05
1Fe,389.3,1.39E-05
1Fe,390.2,1.53E-05
1Fe,391,1.99E-05
1Fe,391.7,1.59E-05
1Fe,392.3,1.72E-05
1Fe,392.8,1.86E-05
1Fe,393.3,1.67E-05
1Fe,393.7,1.80E-05
1Fe,394.2,1.71E-05
1Fe,394.8,1.66E-05
1Fe,395.5,1.80E-05
1Fe,396.4,2.01E-05
1Fe,397.1,1.86E-05
1Fe,397.9,1.63E-05
1Fe,398.6,1.61E-05
1Fe,399.4,1.99E-05
1Fe,399.8,1.78E-05
1Fe,400.4,1.83E-05
1Fe,400.7,1.72E-05
1Fe,401.2,1.98E-05
1Fe,401.8,1.72E-05
1Fe,402.4,2.28E-05
1Fe,403.4,1.81E-05
1Fe,404.1,2.08E-05
1Fe,405,2.02E-05
1Fe,405.9,2.17E-05
1Fe,406.4,2.10E-05
1Fe,407.1,2.16E-05
1Fe,407.5,1.83E-05
1Fe,408,1.96E-05
1Fe,408.5,1.92E-05
1Fe,408.9,2.19E-05
1Fe,409.5,2.03E-05
1Fe,410.3,1.82E-05
1Fe,411,1.94E-05
1Fe,411.9,2.10E-05
1Fe,412.6,2.12E-05
1Fe,413.4,1.81E-05
1Fe,413.9,1.83E-05
1Fe,414.5,2.29E-05
1Fe,415,2.03E-05
1Fe,415.4,2.00E-05
1Fe,416,2.32E-05
1Fe,416.5,2.21E-05
1Fe,417.3,2.08E-05
1Fe,418.2,2.55E-05
1Fe,418.9,2.39E-05
1Fe,419.8,2.23E-05
1Fe,420.4,2.02E-05
1Fe,421.2,2.49E-05
1Fe,421.7,2.17E-05
1Fe,422.1,2.09E-05
1Fe,422.5,2.46E-05
1Fe,422.9,2.26E-05
1Fe,423.6,2.08E-05
1Fe,424.2,2.37E-05
1Fe,425.1,2.43E-05
1Fe,426,2.10E-05
1Fe,426.7,2.35E-05
1Fe,427.5,2.79E-05
1Fe,428,2.31E-05
1Fe,428.7,2.23E-05
1Fe,429.2,2.19E-05
1Fe,429.5,2.66E-05
1Fe,430.1,2.37E-05
1Fe,430.5,2.47E-05
1Fe,431.2,2.68E-05
1Fe,432.1,2.66E-05
1Fe,432.8,2.40E-05
1Fe,433.7,2.39E-05
1Fe,434.4,2.63E-05
1Fe,435.1,2.31E-05
1Fe,435.6,2.48E-05
1Fe,436.1,2.36E-05
1Fe,436.5,2.73E-05
1Fe,437,2.73E-05
1Fe,437.7,2.58E-05
1Fe,438.2,2.94E-05
1Fe,439.1,2.48E-05
1Fe,439.8,2.79E-05
1Fe,440.7,2.56E-05
1Fe,441.6,2.81E-05
1Fe,442.2,2.76E-05
1Fe,442.8,2.68E-05
1Fe,443.2,2.39E-05
1Fe,443.8,2.88E-05
1Fe,444.2,2.74E-05
1Fe,444.6,2.80E-05
1Fe,445.2,3.18E-05
1Fe,445.8,2.67E-05
1Fe,446.7,2.68E-05
1Fe,447.4,3.00E-05
1Fe,448.4,2.62E-05
1Fe,449.3,2.78E-05
1Fe,449.8,2.85E-05
1Fe,450.4,2.98E-05
1Fe,450.7,2.98E-05
1Fe,451.1,2.51E-05
1Fe,451.6,2.90E-05
1Fe,452.2,2.66E-05
1Fe,453,3.01E-05
1Fe,453.6,2.79E-05
1Fe,454.6,2.86E-05
1Fe,455.3,2.95E-05
1Fe,456.3,2.76E-05
1Fe,456.9,2.76E-05
1Fe,457.6,2.57E-05
1Fe,458,3.01E-05
1Fe,458.5,2.71E-05
1Fe,458.9,2.94E-05
1Fe,459.4,2.69E-05
1Fe,460,2.70E-05
1Fe,460.6,2.82E-05
1Fe,461.6,2.87E-05
1Fe,462.6,2.37E-05
