Tipo,T [°C],TCD_signal [a.u.]
1Cr,428.58063,0.01714
1Cr,428.92209,0.01701
1Cr,429.24857,0.01686
1Cr,429.58163,0.01671
1Cr,429.92621,0.01658
1Cr,430.25128,0.01651
1Cr,430.57776,0.0163
1Cr,430.89307,0.0162
1Cr,431.23279,0.0161
1Cr,431.56726,0.01595
1Cr,431.9021,0.01584
1Cr,432.25781,0.01573
1Cr,432.59579,0.01562
1Cr,432.94318,0.01542
1Cr,433.26648,0.01533
1Cr,433.59506,0.01514
1Cr,433.92465,0.01505
1Cr,434.27377,0.01496
1Cr,434.61383,0.0148
1Cr,434.9469,0.01468
1Cr,435.28625,0.01467
1Cr,435.6131,0.01459
1Cr,435.95245,0.01441
1Cr,436.27927,0.01433
1Cr,436.612,0.01431
1Cr,436.9545,0.01412
1Cr,437.28268,0.01398
1Cr,437.60812,0.01393
1Cr,437.94119,0.01383
1Cr,438.26767,0.01372
1Cr,438.61191,0.01363
1Cr,438.95648,0.01343
1Cr,439.30734,0.01338
1Cr,439.6373,0.01332
1Cr,439.98187,0.01325
1Cr,440.29858,0.0131
1Cr,440.63342,0.01296
1Cr,440.97244,0.01284
1Cr,441.28671,0.01284
1Cr,441.62119,0.01282
1Cr,441.94974,0.01271
1Cr,442.27585,0.0127
1Cr,442.60791,0.01271
1Cr,442.9389,0.01263
1Cr,443.27896,0.01256
1Cr,443.60855,0.0125
1Cr,443.95105,0.01245
1Cr,444.27927,0.01233
1Cr,444.61444,0.0123
1Cr,444.95065,0.01226
1Cr,445.3064,0.01219
1Cr,445.64853,0.01203
1Cr,445.99139,0.01203
1Cr,446.31958,0.012
1Cr,446.64502,0.01198
1Cr,446.98785,0.01191
1Cr,447.32407,0.01188
1Cr,447.66205,0.01192
1Cr,447.99512,0.01185
1Cr,448.34564,0.0119
1Cr,448.68082,0.01177
1Cr,449.05396,0.01168
1Cr,449.37729,0.01161
1Cr,449.70551,0.01153
1Cr,450.03546,0.01148
1Cr,450.37027,0.01139
1Cr,450.70441,0.01137
1Cr,451.05075,0.0113
1Cr,451.38522,0.01124
1Cr,451.71167,0.01127
1Cr,452.04825,0.01123
1Cr,452.37195,0.0112
1Cr,452.71164,0.01127
1Cr,453.04785,0.01118
1Cr,453.3949,0.01112
1Cr,453.72833,0.01116
1Cr,454.08057,0.01112
1Cr,454.43002,0.01107
1Cr,454.76102,0.01101
1Cr,455.0976,0.01096
1Cr,455.42896,0.01087
1Cr,455.77039,0.01086
1Cr,456.09338,0.01084
1Cr,456.43796,0.01084
1Cr,456.78253,0.0108
1Cr,457.12015,0.01084
1Cr,457.45673,0.01081
1Cr,457.79156,0.01093
1Cr,458.12744,0.01084
1Cr,458.45773,0.01086
1Cr,458.78699,0.01088
1Cr,459.11728,0.01081
1Cr,459.46674,0.01078
1Cr,459.78696,0.01082
1Cr,460.12943,0.0108
1Cr,460.47192,0.01077
1Cr,460.80328,0.01072
1Cr,461.16388,0.01066
1Cr,461.4827,0.01071
1Cr,461.79034,0.01061
1Cr,462.13422,0.01056
1Cr,462.46558,0.01061
1Cr,462.80667,0.01065
1Cr,463.13071,0.01061
1Cr,463.45193,0.01053
1Cr,463.78223,0.01037
1Cr,464.11847,0.01041
1Cr,464.45016,0.01029
1Cr,464.7735,0.01026
1Cr,465.11285,0.01024
1Cr,465.44244,0.01019
1Cr,465.77448,0.01022
1Cr,466.1264,0.01012
1Cr,466.45807,0.01016
1Cr,466.78976,0.01007
1Cr,467.11624,0.0101
1Cr,467.45108,0.01014
1Cr,467.79495,0.01009
1Cr,468.11899,0.01006
1Cr,468.4552,0.01003
1Cr,468.80118,0.01005
1Cr,469.14334,0.01004
1Cr,469.47015,0.01008
1Cr,469.80951,0.01005
1Cr,470.14642,0.0101
1Cr,470.48438,0.01004
1Cr,470.83801,0.01002
1Cr,471.16486,0.00993
1Cr,471.50455,0.00987
1Cr,471.83102,0.00998
1Cr,472.16098,0.0098
1Cr,472.48883,0.00984
1Cr,472.81076,0.00975
1Cr,473.14734,0.00974
1Cr,473.47034,0.00973
1Cr,473.80026,0.00974
1Cr,474.12219,0.00973
1Cr,474.4567,0.00969
1Cr,474.79465,0.0097
1Cr,475.11694,0.00978
1Cr,475.4577,0.00962
1Cr,475.7988,0.00961
1Cr,476.13708,0.00962
1Cr,476.46704,0.00957
1Cr,476.80502,0.00955
1Cr,477.13602,0.00955
1Cr,477.45654,0.00948
1Cr,477.79419,0.00944
1Cr,478.12585,0.00941
1Cr,478.491,0.00935
1Cr,478.81573,0.00933
1Cr,479.14465,0.00934
1Cr,479.47598,0.00932
1Cr,479.82056,0.00928
1Cr,480.15817,0.00927
1Cr,480.48291,0.0093
1Cr,480.81146,0.00929
1Cr,481.14771,0.0093
1Cr,481.47241,0.0093
1Cr,481.81525,0.00929
1Cr,482.13721,0.00934
1Cr,482.4675,0.00929
1Cr,482.81,0.00932
1Cr,483.15424,0.00929
1Cr,483.50681,0.00932
1Cr,483.85941,0.00922
1Cr,484.19739,0.00921
1Cr,484.53326,0.00919
1Cr,484.87262,0.00916
1Cr,485.21268,0.00914
1Cr,485.54541,0.00915
1Cr,485.87711,0.00913
1Cr,486.20044,0.0091
1Cr,486.55441,0.0092
1Cr,486.89587,0.00911
1Cr,487.2171,0.00907
1Cr,487.56796,0.00906
1Cr,487.90106,0.00904
1Cr,488.23413,0.00906
1Cr,488.57349,0.00906
1Cr,488.89752,0.00897
1Cr,489.23828,0.00894
1Cr,489.57938,0.00888
1Cr,489.91907,0.00891
1Cr,490.25983,0.00889
1Cr,490.58002,0.00884
1Cr,490.9295,0.0088
1Cr,491.27408,0.00885
1Cr,491.61377,0.00869
1Cr,491.94339,0.00873
1Cr,492.28308,0.00879
1Cr,492.61722,0.00869
1Cr,492.96667,0.00872
1Cr,493.30429,0.00867
1Cr,493.62311,0.00865
1Cr,493.97256,0.00858
1Cr,494.32446,0.00858
1Cr,494.66452,0.00864
1Cr,495.0025,0.00868
1Cr,495.34357,0.00867
1Cr,495.67493,0.00875
1Cr,496.00629,0.00867
1Cr,496.33273,0.0087
1Cr,496.66269,0.00869
1Cr,496.96686,0.00875
1Cr,497.31772,0.00878
1Cr,497.63965,0.00876
1Cr,497.9682,0.00875
1Cr,498.3107,0.00877
1Cr,498.64343,0.00881
1Cr,498.96085,0.00877
1Cr,499.29706,0.00885
1Cr,499.61588,0.0088
1Cr,499.9549,0.00877
1Cr,500.2998,0.00877
1Cr,500.62488,0.0088
1Cr,500.97226,0.00877
1Cr,501.30536,0.00879
1Cr,501.64435,0.00872
1Cr,501.97815,0.00883
1Cr,502.3046,0.0088
1Cr,502.62445,0.0088
1Cr,502.96729,0.00875
1Cr,503.31955,0.00872
1Cr,503.65436,0.00869
1Cr,503.98572,0.0087
1Cr,504.32089,0.00872
1Cr,504.64282,0.00871
1Cr,504.98184,0.00875
1Cr,505.32782,0.00871
1Cr,505.64523,0.00867
1Cr,505.99747,0.00865
1Cr,506.33823,0.00865
1Cr,506.68594,0.00868
1Cr,507.0145,0.00856
1Cr,507.34412,0.00863
1Cr,507.67859,0.00856
1Cr,508.01517,0.0086
1Cr,508.3486,0.00861
1Cr,508.67471,0.0086
1Cr,509.00674,0.00861
1Cr,509.32697,0.0086
1Cr,509.65341,0.00855
1Cr,510.00427,0.00853
1Cr,510.33911,0.00851
1Cr,510.66556,0.00852
1Cr,511.00354,0.00858
1Cr,511.34778,0.00861
1Cr,511.68921,0.00864
1Cr,512.03308,0.00867
1Cr,512.3714,0.00864
1Cr,512.69647,0.00855
1Cr,513.03552,0.00859
1Cr,513.36578,0.0085
1Cr,513.70972,0.00855
1Cr,514.04138,0.00853
1Cr,514.37622,0.00858
1Cr,514.69116,0.00855
1Cr,515.02112,0.00847
1Cr,515.37372,0.00853
1Cr,515.71027,0.00848
1Cr,516.06396,0.00849
1Cr,516.40363,0.00847
1Cr,516.73987,0.00837
1Cr,517.07819,0.00836
1Cr,517.40149,0.00827
1Cr,517.73566,0.00834
1Cr,518.05481,0.00832
1Cr,518.38751,0.0083
1Cr,518.72546,0.00822
1Cr,519.05371,0.00835
1Cr,519.37878,0.00828
1Cr,519.73138,0.00824
1Cr,520.07104,0.00833
1Cr,520.40558,0.00835
1Cr,520.74841,0.00836
1Cr,521.05432,0.00841
1Cr,521.38354,0.00834
1Cr,521.72467,0.0084
1Cr,522.03857,0.00842
1Cr,522.38489,0.00845
1Cr,522.72742,0.00836
1Cr,523.04309,0.00837
1Cr,523.38416,0.00836
1Cr,523.73187,0.00833
1Cr,524.08417,0.00821
1Cr,524.41235,0.00815
1Cr,524.73254,0.00813
1Cr,525.06073,0.00819
1Cr,525.40015,0.0082
1Cr,525.73352,0.00816
1Cr,526.08374,0.00809
1Cr,526.44641,0.00818
1Cr,526.76489,0.00813
1Cr,527.09656,0.00802
1Cr,527.40527,0.00798
1Cr,527.73694,0.00788
1Cr,528.07593,0.00791
1Cr,528.41077,0.00791
1Cr,528.74908,0.00781
1Cr,529.08533,0.00776
1Cr,529.40723,0.00781
1Cr,529.75427,0.00783
1Cr,530.08282,0.00787
1Cr,530.40131,0.00784
1Cr,530.73474,0.00787
1Cr,531.0769,0.00775
1Cr,531.41693,0.00776
1Cr,531.73993,0.00786
1Cr,532.08588,0.00778
1Cr,532.4082,0.00782
1Cr,532.73425,0.00769
1Cr,533.07605,0.00768
1Cr,533.41718,0.00774
1Cr,533.75446,0.00765
1Cr,534.09906,0.00766
1Cr,534.42554,0.00758
1Cr,534.75232,0.00755
1Cr,535.08539,0.00752
1Cr,535.41711,0.00743
1Cr,535.74182,0.00743
1Cr,536.07318,0.00743
1Cr,536.4115,0.00739
1Cr,536.74945,0.0075
1Cr,537.07941,0.0074
1Cr,537.409,0.00742
1Cr,537.73932,0.00739
1Cr,538.07379,0.00742
1Cr,538.40375,0.00738
1Cr,538.73682,0.00734
1Cr,539.05981,0.00733
1Cr,539.41901,0.00736
1Cr,539.71973,0.00735
1Cr,540.04828,0.00738
1Cr,540.38934,0.00731
1Cr,540.70117,0.00736
1Cr,541.03778,0.00734
1Cr,541.36768,0.00733
1Cr,541.70081,0.0074
1Cr,542.05273,0.00737
1Cr,542.3858,0.00743
1Cr,542.71259,0.00739
1Cr,543.05371,0.00733
1Cr,543.37561,0.00736
1Cr,543.70734,0.00729
1Cr,544.03729,0.00729
1Cr,544.37805,0.00718
1Cr,544.71948,0.00711
1Cr,545.04626,0.0071
1Cr,545.38428,0.00714
1Cr,545.70758,0.0071
1Cr,546.04871,0.00709
1Cr,546.38,0.00715
1Cr,546.72882,0.0071
1Cr,547.0636,0.00696
1Cr,547.41138,0.00699
1Cr,547.72003,0.00697
1Cr,548.07263,0.00704
1Cr,548.41095,0.00697
1Cr,548.73083,0.00695
1Cr,549.0733,0.00697
1Cr,549.38757,0.00693
1Cr,549.72205,0.00694
1Cr,550.0506,0.00696
1Cr,550.37396,0.007
1Cr,550.70703,0.00696
1Cr,551.03979,0.007
1Cr,551.35999,0.00695
1Cr,551.68536,0.00699
1Cr,552.01636,0.00692
1Cr,552.36267,0.0069
1Cr,552.70728,0.00693
1Cr,553.03827,0.00695
1Cr,553.37836,0.00701
1Cr,553.70972,0.0069
1Cr,554.05078,0.00681
1Cr,554.3905,0.00689
1Cr,554.72778,0.00683
1Cr,555.05145,0.00679
1Cr,555.38171,0.00674
1Cr,555.73224,0.00674
1Cr,556.07788,0.00681
1Cr,556.41309,0.00675
1Cr,556.72522,0.00681
1Cr,557.06287,0.00681
1Cr,557.38129,0.00678
1Cr,557.70947,0.0067
1Cr,558.05585,0.00678
1Cr,558.38403,0.00679
1Cr,558.71191,0.00674
1Cr,559.04712,0.00674
1Cr,559.38678,0.00674
1Cr,559.6969,0.00665
1Cr,560.03308,0.00669
1Cr,560.35852,0.00669
1Cr,560.6944,0.0067
1Cr,561.039,0.0066
1Cr,561.37067,0.00672
1Cr,561.69543,0.00673
1Cr,562.04279,0.00675
1Cr,562.37482,0.00668
1Cr,562.7124,0.00668
1Cr,563.04376,0.00662
1Cr,563.39185,0.00661
1Cr,563.72003,0.00666
1Cr,564.05768,0.0067
1Cr,564.38794,0.00665
1Cr,564.70782,0.00663
1Cr,565.03638,0.00667
1Cr,565.37048,0.00661
1Cr,565.7088,0.00666
1Cr,566.04645,0.00666
1Cr,566.37781,0.00664
1Cr,566.72443,0.00655
1Cr,567.04395,0.00659
1Cr,567.36798,0.00652
1Cr,567.68469,0.00658
1Cr,568.04529,0.00648
1Cr,568.3634,0.00654
1Cr,568.72888,0.00645
1Cr,569.05225,0.00644
1Cr,569.38391,0.00631
1Cr,569.7027,0.00633
1Cr,570.04523,0.00632
1Cr,570.3689,0.00628
1Cr,570.69885,0.00625
1Cr,571.02008,0.00623
1Cr,571.36292,0.00623
1Cr,571.69324,0.00626
1Cr,572.03918,0.00618
1Cr,572.35767,0.00619
1Cr,572.68762,0.00614
1Cr,573.01581,0.00618
1Cr,573.35376,0.00624
1Cr,573.69489,0.00623
1Cr,574.04224,0.00625
1Cr,574.37219,0.00628
1Cr,574.70984,0.00622
1Cr,575.04779,0.00626
1Cr,575.37183,0.00628
1Cr,575.69617,0.00619
1Cr,576.04077,0.00617
1Cr,576.38538,0.00615
1Cr,576.72504,0.00614
1Cr,577.07385,0.00617
1Cr,577.38806,0.00607
1Cr,577.71283,0.00614
1Cr,578.06018,0.00611
1Cr,578.39191,0.00612
1Cr,578.70581,0.00612
1Cr,579.034,0.00613
1Cr,579.35425,0.00609
1Cr,579.69812,0.0061
1Cr,580.01721,0.00602
1Cr,580.35315,0.00599
1Cr,580.6817,0.00594
1Cr,581.00537,0.006
1Cr,581.3175,0.00608
1Cr,581.66351,0.00603
1Cr,582.00739,0.00598
1Cr,582.32098,0.00601
1Cr,582.65094,0.00596
1Cr,582.95685,0.00597
1Cr,583.29797,0.00599
1Cr,583.63245,0.00598
1Cr,583.9704,0.00595
1Cr,584.28467,0.00588
1Cr,584.61774,0.00583
1Cr,584.95361,0.00584
1Cr,585.30133,0.00581
1Cr,585.62817,0.00584
1Cr,585.9679,0.00583
1Cr,586.30511,0.0058
1Cr,586.63684,0.00578
1Cr,586.96399,0.00574
1Cr,587.30615,0.00573
1Cr,587.63611,0.00567
1Cr,588.00293,0.00563
1Cr,588.30573,0.00566
1Cr,588.64368,0.00571
1Cr,588.97681,0.00561
1Cr,589.30951,0.00562
1Cr,589.65063,0.00553
1Cr,589.96313,0.00557
1Cr,590.29761,0.00554
1Cr,590.63385,0.00552
1Cr,590.953,0.00541
1Cr,591.29724,0.00541
1Cr,591.66205,0.00543
1Cr,591.99231,0.00536
1Cr,592.32507,0.00539
1Cr,592.64734,0.00534
1Cr,592.97839,0.00539
1Cr,593.29053,0.0054
1Cr,593.62708,0.00542
1Cr,593.93896,0.00542
1Cr,594.2818,0.00546
1Cr,594.60999,0.00543
1Cr,594.94342,0.00542
1Cr,595.27026,0.00538
1Cr,595.59808,0.00546
1Cr,595.91833,0.00552
1Cr,596.25977,0.00544
1Cr,596.57959,0.00548
1Cr,596.93671,0.00541
1Cr,597.27679,0.00547
1Cr,597.60815,0.0055
1Cr,597.94714,0.00544
1Cr,598.28021,0.00532
1Cr,598.60913,0.00529
1Cr,598.94012,0.0053
1Cr,599.24744,0.00526
1Cr,599.58716,0.00523
1Cr,599.91223,0.00524
1Cr,600.25043,0.00525
1Cr,600.58539,0.0052
1Cr,600.92072,0.00518
1Cr,601.24658,0.00522
1Cr,601.58331,0.00524
1Cr,601.91858,0.00523
1Cr,602.25916,0.0052
1Cr,602.60083,0.00518
1Cr,602.94702,0.00518
1Cr,603.27319,0.00523
1Cr,603.6015,0.0051
1Cr,603.92279,0.00511
1Cr,604.25635,0.00513
1Cr,604.59625,0.00507
1Cr,604.94275,0.00507
1Cr,605.27844,0.005
1Cr,605.62183,0.00496
1Cr,605.94769,0.00504
1Cr,606.28125,0.00494
1Cr,606.60535,0.00504
1Cr,606.94208,0.00501
1Cr,607.28717,0.00495
1Cr,607.62109,0.00492
1Cr,607.97046,0.0049
1Cr,608.32684,0.00486
1Cr,608.63934,0.00483
1Cr,608.98169,0.00485
1Cr,609.29559,0.00492
1Cr,609.64246,0.00488
1Cr,609.9715,0.00489
1Cr,610.30365,0.00489
1Cr,610.64001,0.00489
1Cr,610.98022,0.00489
1Cr,611.32257,0.00488
1Cr,611.64282,0.00494
1Cr,612.00897,0.00487
1Cr,612.35095,0.00492
1Cr,612.68628,0.00496
1Cr,613.04724,0.00498
1Cr,613.38147,0.00494
1Cr,613.7312,0.00491
1Cr,614.06439,0.00491
1Cr,614.41125,0.00486
1Cr,614.73364,0.00489
1Cr,615.06403,0.00488
1Cr,615.38989,0.00491
1Cr,615.72205,0.00489
1Cr,616.04578,0.00497
1Cr,616.38147,0.00492
1Cr,616.72308,0.00484
1Cr,617.06506,0.00491
1Cr,617.38354,0.00485
1Cr,617.73676,0.00493
1Cr,618.07068,0.00485
1Cr,618.39758,0.00483
1Cr,618.72656,0.00487
1Cr,619.06396,0.00488
1Cr,619.39404,0.00476
1Cr,619.73462,0.00476
1Cr,620.08398,0.00482
1Cr,620.4151,0.00484
1Cr,620.76654,0.00477
1Cr,621.10468,0.00469
1Cr,621.45819,0.00466
1Cr,621.8114,0.00468
1Cr,622.14148,0.00466
1Cr,622.48804,0.00461
1Cr,622.81525,0.00464
1Cr,623.15198,0.00466
1Cr,623.49115,0.00469
1Cr,623.82751,0.00477
1Cr,624.15161,0.00477
1Cr,624.48517,0.00477
1Cr,624.83209,0.00475
1Cr,625.16071,0.00483
1Cr,625.49463,0.00478
1Cr,625.84155,0.0048
1Cr,626.17548,0.00473
1Cr,626.51672,0.00474
1Cr,626.86047,0.00476
1Cr,627.19366,0.00469
1Cr,627.53705,0.00475
1Cr,627.88257,0.00471
1Cr,628.2196,0.00471
1Cr,628.56476,0.00478
1Cr,628.89307,0.00477
1Cr,629.24347,0.00477
1Cr,629.59772,0.0047
1Cr,629.93304,0.00469
1Cr,630.27362,0.0048
1Cr,630.60577,0.00475
1Cr,630.95056,0.00469
1Cr,631.29077,0.00475
1Cr,631.63068,0.00469
1Cr,631.97443,0.00471
1Cr,632.31604,0.00468
1Cr,632.65454,0.00471
1Cr,632.99475,0.00469
1Cr,633.34131,0.00462
1Cr,633.65729,0.00466
1Cr,634.00909,0.00455
1Cr,634.34442,0.00461
1Cr,634.66327,0.00459
1Cr,635.01294,0.00465
1Cr,635.32721,0.00458
1Cr,635.65308,0.00471
1Cr,636.01892,0.00469
1Cr,636.34161,0.00467
1Cr,636.68463,0.00468
1Cr,637.01855,0.00471
1Cr,637.36511,0.0047
1Cr,637.71655,0.00466
1Cr,638.05536,0.00463
1Cr,638.37946,0.00454
1Cr,638.72247,0.00461
1Cr,639.05499,0.00453
1Cr,639.37909,0.00452
1Cr,639.72565,0.00452
1Cr,640.07532,0.00445
1Cr,640.40295,0.0044
1Cr,640.73511,0.00443
1Cr,641.07635,0.00424
1Cr,641.39417,0.00428
1Cr,641.7442,0.00431
1Cr,642.0827,0.00431
1Cr,642.44849,0.00421
1Cr,642.76807,0.00418
1Cr,643.09808,0.00426
1Cr,643.43866,0.00423
1Cr,643.77502,0.00424
1Cr,644.12653,0.00419
1Cr,644.48779,0.00422
1Cr,644.82031,0.00428
1Cr,645.15698,0.00427
1Cr,645.48389,0.00427
1Cr,645.82275,0.00428
1Cr,646.1665,0.00434
1Cr,646.49335,0.00438
1Cr,646.84656,0.00443
1Cr,647.19312,0.00441
1Cr,647.52039,0.00431
1Cr,647.8606,0.00438
1Cr,648.18646,0.00443
1Cr,648.51648,0.00446
1Cr,648.85675,0.00453
1Cr,649.19904,0.00443
1Cr,649.51752,0.00446
1Cr,649.8371,0.00443
1Cr,650.16888,0.00441
1Cr,650.49756,0.00443
1Cr,650.8609,0.00439
1Cr,651.20081,0.00443
1Cr,651.54102,0.00439
1Cr,651.87952,0.00435
1Cr,652.22778,0.00438
1Cr,652.56628,0.00441
1Cr,652.89526,0.00445
1Cr,653.22424,0.00439
1Cr,653.56763,0.00434
1Cr,653.91736,0.00447
1Cr,654.25476,0.00443
1Cr,654.58344,0.00435
1Cr,654.92682,0.00435
1Cr,655.2439,0.00442
1Cr,655.58588,0.00436
1Cr,655.92926,0.0044
1Cr,656.26318,0.00441
1Cr,656.60199,0.00441
1Cr,656.93555,0.00434
1Cr,657.27545,0.00439
1Cr,657.60797,0.00434
1Cr,657.92993,0.00441
1Cr,658.27472,0.00429
1Cr,658.61389,0.00435
1Cr,658.95203,0.00443
1Cr,659.29083,0.00436
1Cr,659.60687,0.00436
1Cr,659.93237,0.00443
1Cr,660.28876,0.00439
1Cr,660.61389,0.00443
1Cr,660.96112,0.00447
1Cr,661.30243,0.00439
1Cr,661.63599,0.00439
1Cr,661.99902,0.00437
1Cr,662.35083,0.00431
1Cr,662.70367,0.00438
1Cr,663.02777,0.00434
1Cr,663.37256,0.0044
1Cr,663.73102,0.00434
1Cr,664.05127,0.00433
1Cr,664.37708,0.00434
1Cr,664.73065,0.00435
1Cr,665.06067,0.00434
1Cr,665.41846,0.00443
1Cr,665.7489,0.00439
1Cr,666.09259,0.00436
1Cr,666.43317,0.00437
1Cr,666.75482,0.00438
1Cr,667.10663,0.00423
1Cr,667.4563,0.00436
1Cr,667.77057,0.00423
1Cr,668.12097,0.00427
1Cr,668.43982,0.00427
1Cr,668.78461,0.00421
1Cr,669.09784,0.00421
1Cr,669.45557,0.00429
1Cr,669.7713,0.00432
1Cr,670.10693,0.00433
1Cr,670.44684,0.00438
1Cr,670.77264,0.00437
1Cr,671.13672,0.00441
1Cr,671.4903,0.00434
1Cr,671.82068,0.00437
1Cr,672.16583,0.00439
1Cr,672.49908,0.00437
1Cr,672.82947,0.00426
1Cr,673.18268,0.00431
1Cr,673.5152,0.00429
1Cr,673.86523,0.00429
1Cr,674.19531,0.00432
1Cr,674.54816,0.00434
1Cr,674.87225,0.00431
1Cr,675.19775,0.00433
1Cr,675.53479,0.00438
1Cr,675.90137,0.00444
1Cr,676.23633,0.00435
1Cr,676.56671,0.00439
1Cr,676.90521,0.00447
1Cr,677.24048,0.00443
1Cr,677.57477,0.00434
1Cr,677.92902,0.00447
1Cr,678.25665,0.00435
1Cr,678.60315,0.00439
1Cr,678.9353,0.00437
1Cr,679.29132,0.00437
1Cr,679.62036,0.00437
1Cr,679.94934,0.00436
1Cr,680.28955,0.00438
1Cr,680.63123,0.00434
1Cr,680.96796,0.00433
1Cr,681.29413,0.00425
1Cr,681.64246,0.00436
1Cr,681.97705,0.0043
1Cr,682.29132,0.00428
1Cr,682.63995,0.00431
1Cr,682.94299,0.00432
1Cr,683.27692,0.00429
1Cr,683.61505,0.00435
1Cr,683.94897,0.00435
1Cr,684.28918,0.00438
1Cr,684.61957,0.00434
1Cr,684.97247,0.00433
1Cr,685.2948,0.00428
1Cr,685.62555,0.00431
1Cr,685.97034,0.0043
1Cr,686.30737,0.00427
1Cr,686.65747,0.00428
1Cr,686.98926,0.00434
1Cr,687.33929,0.00425
1Cr,687.65356,0.00432
1Cr,688.00012,0.0043
1Cr,688.34174,0.0043
1Cr,688.68549,0.00428
1Cr,689.01239,0.0043
1Cr,689.37048,0.00425
1Cr,689.69427,0.00415
1Cr,690.04468,0.0042
1Cr,690.39117,0.00419
1Cr,690.73492,0.00416
1Cr,691.07971,0.00417
1Cr,691.41992,0.00416
1Cr,691.76611,0.00415
1Cr,692.09546,0.00417
1Cr,692.44977,0.00419
1Cr,692.77246,0.0041
1Cr,693.10632,0.0041
1Cr,693.43152,0.0041
1Cr,693.76367,0.00422
1Cr,694.1123,0.0041
1Cr,694.44446,0.00413
1Cr,694.76959,0.00415
1Cr,695.09546,0.00411
1Cr,695.42865,0.00414
1Cr,695.76398,0.0041
1Cr,696.10315,0.0041
1Cr,696.4613,0.0041
1Cr,696.79767,0.00413
1Cr,697.15613,0.00402
1Cr,697.47632,0.00407
1Cr,697.81696,0.0041
1Cr,698.14911,0.00411
1Cr,698.46442,0.00409
1Cr,698.80463,0.00413
1Cr,699.13855,0.00409
1Cr,699.47913,0.00407
1Cr,699.81091,0.00422
1Cr,700.1676,0.00417
1Cr,700.51685,0.00419
1Cr,700.84924,0.00411
1Cr,701.18842,0.00424
1Cr,701.53052,0.00422
1Cr,701.85785,0.0042
1Cr,702.20563,0.00416
1Cr,702.54987,0.00419
1Cr,702.89337,0.00422
1Cr,703.2193,0.00415
1Cr,703.56885,0.00427
1Cr,703.8941,0.00416
1Cr,704.24835,0.00413
1Cr,704.58752,0.00412
1Cr,704.8988,0.00407
1Cr,705.25732,0.00416
1Cr,705.58649,0.00421
1Cr,705.9325,0.0042
1Cr,706.25806,0.00419
1Cr,706.61731,0.00413
1Cr,706.96655,0.00408
1Cr,707.3186,0.00405
1Cr,707.64459,0.0041
1Cr,707.98016,0.00407
1Cr,708.32727,0.00407
1Cr,708.6571,0.00401
1Cr,709.00244,0.00403
1Cr,709.30188,0.00407
1Cr,709.63641,0.00407
1Cr,709.97845,0.00411
1Cr,710.32233,0.00411
1Cr,710.67651,0.00409
1Cr,711.01715,0.00394
1Cr,711.34131,0.00406
1Cr,711.7052,0.00403
1Cr,712.06305,0.004
1Cr,712.38501,0.00389
1Cr,712.73785,0.00401
1Cr,713.03516,0.00402
1Cr,713.38147,0.00403
1Cr,713.72675,0.00405
1Cr,714.06952,0.00407
1Cr,714.40552,0.00406
1Cr,714.74292,0.00412
1Cr,715.10645,0.00406
1Cr,715.43274,0.0041
1Cr,715.77661,0.00407
1Cr,716.11902,0.00411
1Cr,716.44141,0.00401
1Cr,716.76874,0.00403
1Cr,717.11157,0.00401
1Cr,717.45398,0.00392
1Cr,717.78601,0.00392
1Cr,718.12378,0.00386
1Cr,718.45148,0.00389
1Cr,718.80713,0.00391
1Cr,719.13599,0.00398
1Cr,719.47656,0.00392
1Cr,719.80286,0.00395
1Cr,720.15857,0.00392
1Cr,720.50238,0.004
1Cr,720.84515,0.00396
1Cr,721.19904,0.00396
1Cr,721.52319,0.00401
1Cr,721.87567,0.00391
1Cr,722.2027,0.00385
1Cr,722.53363,0.00381
1Cr,722.85992,0.00382
1Cr,723.19373,0.00387
1Cr,723.53973,0.00387
1Cr,723.88177,0.00394
1Cr,724.23279,0.00398
1Cr,724.56842,0.004
1Cr,724.90942,0.00397
1Cr,725.25647,0.00394
1Cr,725.58887,0.00395
1Cr,725.94025,0.00398
1Cr,726.24792,0.00392
1Cr,726.5946,0.00399
1Cr,726.9342,0.00391
1Cr,727.26514,0.00389
1Cr,727.61041,0.0039
1Cr,727.92957,0.00386
1Cr,728.27234,0.00384
1Cr,728.61652,0.00389
1Cr,728.95038,0.00383
1Cr,729.29102,0.00386
1Cr,729.62842,0.00393
1Cr,729.94464,0.00396
1Cr,730.2688,0.00394
1Cr,730.60944,0.00386
1Cr,730.96509,0.00389
1Cr,731.29608,0.00381
1Cr,731.63165,0.0038
1Cr,731.95294,0.00388
1Cr,732.30829,0.00391
1Cr,732.65607,0.00393
1Cr,732.98987,0.00391
1Cr,733.30902,0.0039
1Cr,733.6532,0.00391
1Cr,733.98273,0.00393
1Cr,734.33984,0.00386
1Cr,734.67902,0.00393
1Cr,735.02936,0.004
1Cr,735.36743,0.00391
1Cr,735.7077,0.0038
1Cr,736.06055,0.00387
1Cr,736.40436,0.00389
1Cr,736.745,0.00387
1Cr,737.07776,0.00388
1Cr,737.42163,0.00384
1Cr,737.77582,0.00385
1Cr,738.1297,0.00387
1Cr,738.47894,0.00387
1Cr,738.80774,0.00372
1Cr,739.1308,0.00372
1Cr,739.48468,0.00376
1Cr,739.81354,0.00372
1Cr,740.15448,0.00364
1Cr,740.47687,0.00359
1Cr,740.82068,0.00357
1Cr,741.1416,0.00359
1Cr,741.47296,0.00359
